data cutremur,year,month,day,minute,lat,long,depth,Mw,Type,Qual
12/8/2017,2017,12,8,12:12.8,44.4087,28.4397,8.7,1.9,Negligible,164   Q=B
12/10/2017,2017,12,10,38:21.9,45.7156,26.8053,15.4,1.8,Negligible,85   Q=C
12/11/2017,2017,12,11,14:55.1,46.3246,23.1688,4.7,2,Negligible,82   Q=C
12/11/2017,2017,12,11,55:18.7,45.4735,26.3785,128.1,3.5,Minor,19   Q=C
12/12/2017,2017,12,12,18:14.0,45.461,26.5185,10.6,1.7,Negligible,206   Q=C
12/12/2017,2017,12,12,21:30.9,45.45,27.0257,45.4,1.7,Negligible,203   Q=D
12/12/2017,2017,12,12,44:27.2,45.4693,26.9982,18.1,1.9,Negligible,74   Q=C
12/12/2017,2017,12,12,21:31.7,45.5318,27.04,17.4,2,Negligible,31   Q=C
12/12/2017,2017,12,12,33:55.2,45.2842,26.5684,40.5,2,Negligible,183   Q=C
12/12/2017,2017,12,12,42:20.4,45.4947,27.0141,22.6,2.1,Negligible,69   Q=C
12/12/2017,2017,12,12,40:03.2,45.4628,27.0302,17,2.1,Negligible,61   Q=C
12/12/2017,2017,12,12,03:31.1,45.5121,27.0179,18.1,2.1,Negligible,40   Q=C
12/12/2017,2017,12,12,24:02.3,45.494,27.0101,22.1,2.1,Negligible,70   Q=C
12/12/2017,2017,12,12,12:54.0,45.4863,27.0213,22.2,2.2,Negligible,66   Q=C
12/12/2017,2017,12,12,05:00.6,45.8067,26.6649,74.7,2.4,Negligible,101   Q=A
12/13/2017,2017,12,13,45:34.3,46.1287,23.1411,6.9,1.7,Negligible,118   Q=A
12/13/2017,2017,12,13,30:25.0,45.9456,25.2556,3,1.7,Negligible,130   Q=B
12/13/2017,2017,12,13,01:42.6,46.0436,22.8625,6,1.8,Negligible,95   Q=A
12/13/2017,2017,12,13,41:33.2,45.2455,23.3763,6.1,1.8,Negligible,168   Q=A
12/13/2017,2017,12,13,48:38.4,46.3396,23.1218,3,1.8,Negligible,153   Q=B
12/13/2017,2017,12,13,37:04.2,46.0442,22.8545,4.7,1.9,Negligible,90   Q=A
12/14/2017,2017,12,14,33:52.0,45.2949,25.1417,2,1.6,Negligible,147   Q=D
12/14/2017,2017,12,14,12:41.8,46.0825,23.2531,6.7,1.7,Negligible,103   Q=A
12/14/2017,2017,12,14,34:36.6,46.347,23.1168,6,1.8,Negligible,123   Q=B
12/14/2017,2017,12,14,02:01.2,44.9267,22.72,3.2,1.9,Negligible,55   Q=C
12/14/2017,2017,12,14,13:53.0,44.9527,22.6365,6.8,2.1,Negligible,59   Q=A
12/14/2017,2017,12,14,30:44.0,45.5691,26.3818,140.7,3.3,Minor,63   Q=C
12/15/2017,2017,12,15,21:25.9,44.9934,28.4855,17,1.7,Negligible,238   Q=D
12/15/2017,2017,12,15,11:49.5,45.1614,23.2216,6.5,1.8,Negligible,166   Q=B
12/15/2017,2017,12,15,25:56.4,44.9365,22.6908,10.5,1.9,Negligible,73   Q=A
12/15/2017,2017,12,15,17:07.0,45.7611,26.6095,83.4,2.9,Negligible,56   Q=C
12/15/2017,2017,12,15,10:41.5,45.6545,26.5621,137.6,3.4,Minor,56   Q=C
12/15/2017,2017,12,15,24:54.9,45.683,26.6154,127.3,3.5,Minor,43   Q=C
12/16/2017,2017,12,16,50:23.8,45.0779,22.9782,18.9,1.8,Negligible,183   Q=C
12/16/2017,2017,12,16,50:57.7,45.8915,27.2263,23.8,1.9,Negligible,212   Q=C
12/18/2017,2017,12,18,31:19.7,44.3624,28.3075,5,1.7,Negligible,195   Q=D
12/18/2017,2017,12,18,18:58.7,45.3804,26.4506,12.8,1.8,Negligible,239   Q=C
12/18/2017,2017,12,18,34:46.3,45.338,22.9329,14.8,1.8,Negligible,213   Q=C
12/18/2017,2017,12,18,46:12.9,45.5854,22.7944,14,2,Negligible,81   Q=C
12/18/2017,2017,12,18,40:12.0,45.7879,26.6548,98,3,Minor,55   Q=C
12/19/2017,2017,12,19,44:28.5,45.7118,26.5963,21.5,1.5,Negligible,130   Q=D
12/19/2017,2017,12,19,31:05.0,46.0193,22.8636,4.3,1.8,Negligible,95   Q=A
12/19/2017,2017,12,19,35:11.8,44.9695,23.1492,5.7,1.8,Negligible,217   Q=C
12/19/2017,2017,12,19,34:39.3,46.3467,23.1317,5.8,1.8,Negligible,92   Q=A
12/19/2017,2017,12,19,43:24.2,45.6491,22.413,8.8,1.8,Negligible,109   Q=B
12/19/2017,2017,12,19,47:38.8,46.045,22.8414,8.9,1.9,Negligible,93   Q=C
12/20/2017,2017,12,20,00:25.9,44.9815,28.1494,23.7,1.5,Negligible,149   Q=D
12/20/2017,2017,12,20,16:19.9,45.534,24.634,11.6,1.8,Negligible,92   Q=A
12/21/2017,2017,12,21,07:37.0,46.1101,23.2275,6.5,1.9,Negligible,124   Q=C
12/21/2017,2017,12,21,42:15.5,45.3507,26.7255,23.8,2.9,Negligible,28   Q=C
12/22/2017,2017,12,22,21:38.1,44.4006,28.4528,12.9,1.7,Negligible,188   Q=D
12/23/2017,2017,12,23,39:28.9,45.2052,27.1695,10,1.7,Negligible,183   Q=C
12/23/2017,2017,12,23,42:10.6,45.787,26.7938,95.3,2.9,Negligible,64   Q=C
12/24/2017,2017,12,24,20:27.2,45.5842,26.4539,114.9,3.2,Minor,30   Q=C
12/25/2017,2017,12,25,38:27.6,45.4964,21.2612,5,1.5,Negligible,162   Q=B
12/25/2017,2017,12,25,56:56.7,45.4852,26.0596,10,1.7,Negligible,164   Q=C
12/26/2017,2017,12,26,04:57.5,45.7453,21.8543,7.4,1.8,Negligible,111   Q=A
12/26/2017,2017,12,26,06:05.0,45.7343,26.7065,127.2,3.2,Minor,37   Q=C
12/27/2017,2017,12,27,05:53.3,45.6143,26.5336,24.6,1.6,Negligible,135   Q=B
12/27/2017,2017,12,27,50:14.9,45.5896,26.52,27.7,1.7,Negligible,133   Q=C
12/27/2017,2017,12,27,08:34.9,45.2062,24.0729,3.8,1.9,Negligible,177   Q=A
12/27/2017,2017,12,27,08:26.7,45.4764,26.3659,127.4,3.2,Minor,33   Q=C
12/28/2017,2017,12,28,27:10.5,45.4114,26.9079,30.6,1.7,Negligible,153   Q=C
12/28/2017,2017,12,28,47:46.4,45.937,22.6944,6.4,1.8,Negligible,86   Q=C
12/28/2017,2017,12,28,09:34.2,45.9773,22.6945,4.2,1.9,Negligible,138   Q=C
12/28/2017,2017,12,28,42:40.8,45.8605,26.7294,68.7,2.7,Negligible,71   Q=A
12/29/2017,2017,12,29,40:37.4,46.1232,22.8895,3.5,1.8,Negligible,97   Q=C
12/29/2017,2017,12,29,50:03.5,44.9002,27.3644,21.4,1.9,Negligible,58   Q=C
12/29/2017,2017,12,29,42:18.9,45.5154,24.4315,4.5,1.9,Negligible,88   Q=C
12/29/2017,2017,12,29,11:43.8,45.3684,28.0189,16.4,2,Negligible,71   Q=A
12/30/2017,2017,12,30,40:14.9,45.4813,26.3451,10,1.8,Negligible,83   Q=C
12/30/2017,2017,12,30,26:14.8,46.0348,27.8659,14.3,2.2,Negligible,105   Q=C
1/1/2018,2018,1,1,33:49.7,45.3374,23.4761,5,1.6,Negligible,214   Q=D
1/1/2018,2018,1,1,40:37.0,45.0631,22.8744,19.3,1.6,Negligible,182   Q=C
1/1/2018,2018,1,1,27:03.1,44.4,26.8234,17.2,2.1,Negligible,77   Q=C
1/2/2018,2018,1,2,40:38.2,45.5349,26.4579,116.8,2.7,Negligible,76   Q=A
1/3/2018,2018,1,3,31:20.0,45.1386,23.8498,8.2,2,Negligible,180   Q=C
1/4/2018,2018,1,4,05:01.3,46.3411,23.1447,3.3,1.8,Negligible,90   Q=A
1/4/2018,2018,1,4,16:52.7,46.3203,23.1521,2.2,2,Negligible,83   Q=C
1/5/2018,2018,1,5,45:24.8,44.9292,25.3341,16.6,1.8,Negligible,65   Q=C
1/5/2018,2018,1,5,26:28.3,45.2284,25.473,26.3,2,Negligible,59   Q=C
1/5/2018,2018,1,5,47:50.3,45.4924,26.4767,129.5,2.7,Negligible,116   Q=C
1/8/2018,2018,1,8,36:26.1,45.8547,21.7895,10,1.3,Negligible,125   Q=D
1/8/2018,2018,1,8,47:07.7,46.3194,23.1348,2,1.8,Negligible,55   Q=C
1/8/2018,2018,1,8,30:10.3,45.065,27.2674,11.1,2.4,Negligible,22   Q=C
1/9/2018,2018,1,9,34:20.4,44.2418,28.2948,2,1.7,Negligible,228   Q=D
1/9/2018,2018,1,9,21:23.6,46.0807,21.6671,5,1.8,Negligible,176   Q=C
1/9/2018,2018,1,9,57:15.7,46.3533,23.1342,11.5,1.9,Negligible,125   Q=B
1/9/2018,2018,1,9,15:39.6,45.5064,27.8829,7,2.2,Negligible,43   Q=C
1/10/2018,2018,1,10,14:18.4,45.8445,26.7699,2,1.5,Negligible,126   Q=C
1/10/2018,2018,1,10,46:46.5,45.845,26.754,2,1.6,Negligible,127   Q=C
1/10/2018,2018,1,10,46:13.5,45.856,26.8014,2,1.6,Negligible,187   Q=C
1/10/2018,2018,1,10,19:56.9,45.8481,26.739,2,1.6,Negligible,126   Q=C
1/10/2018,2018,1,10,05:33.3,46.1027,25.7846,2,1.7,Negligible,214   Q=C
1/10/2018,2018,1,10,56:32.5,45.8474,26.7556,2,1.9,Negligible,90   Q=C
1/10/2018,2018,1,10,04:11.6,45.8277,26.7437,2,1.9,Negligible,86   Q=C
1/10/2018,2018,1,10,16:14.0,44.2103,28.4074,18.3,2,Negligible,129   Q=B
1/10/2018,2018,1,10,01:17.6,45.8319,26.8064,5.3,2.1,Negligible,81   Q=C
1/10/2018,2018,1,10,05:26.1,45.85,26.8138,7.8,3.1,Minor,38   Q=C
1/11/2018,2018,1,11,08:56.9,45.8398,26.7578,2,1.4,Negligible,128   Q=C
1/11/2018,2018,1,11,04:20.9,45.8698,26.7412,7.6,1.5,Negligible,158   Q=B
1/11/2018,2018,1,11,05:21.4,45.859,26.7496,4,1.5,Negligible,153   Q=C
1/11/2018,2018,1,11,29:14.5,45.0169,22.8481,17.6,1.5,Negligible,178   Q=C
1/11/2018,2018,1,11,31:42.1,46.332,23.2239,2,1.7,Negligible,136   Q=C
1/11/2018,2018,1,11,11:13.2,45.9159,26.7458,4.4,1.7,Negligible,105   Q=A
1/11/2018,2018,1,11,11:14.6,46.3387,23.0988,2,1.8,Negligible,120   Q=C
1/11/2018,2018,1,11,52:10.2,45.5268,27.8632,8.6,2,Negligible,38   Q=C
1/12/2018,2018,1,12,05:00.8,45.8519,26.7608,2,1.6,Negligible,144   Q=B
1/12/2018,2018,1,12,17:35.3,45.8707,26.7638,2,1.7,Negligible,159   Q=C
1/12/2018,2018,1,12,50:23.8,45.8485,26.756,2,1.8,Negligible,91   Q=C
1/12/2018,2018,1,12,06:06.0,45.2353,24.0728,4.6,1.8,Negligible,180   Q=C
1/12/2018,2018,1,12,28:46.8,45.8757,26.742,2,1.9,Negligible,96   Q=C
1/13/2018,2018,1,13,53:14.8,45.8801,26.7371,5.3,1.8,Negligible,186   Q=C
1/15/2018,2018,1,15,39:40.1,45.5209,27.8411,5.7,1.9,Negligible,93   Q=C
1/15/2018,2018,1,15,48:54.7,45.8559,26.7573,5,2.1,Negligible,71   Q=C
1/15/2018,2018,1,15,42:47.5,45.8436,26.8077,7,2.3,Negligible,59   Q=C
1/16/2018,2018,1,16,12:21.3,46.1908,26.7371,17,1.7,Negligible,163   Q=B
1/16/2018,2018,1,16,17:18.0,44.5653,22.032,5,1.8,Negligible,140   Q=C
1/16/2018,2018,1,16,27:01.9,45.8436,26.7501,3,2.1,Negligible,52   Q=C
1/16/2018,2018,1,16,46:06.0,46.0391,21.475,5,2.3,Negligible,70   Q=C
1/17/2018,2018,1,17,55:04.2,45.6084,22.8538,7.8,1.7,Negligible,90   Q=A
1/17/2018,2018,1,17,56:11.2,45.8685,26.7349,3,1.8,Negligible,72   Q=C
1/17/2018,2018,1,17,55:03.7,45.6301,26.556,128.8,2.7,Negligible,90   Q=C
1/18/2018,2018,1,18,47:30.8,46.3826,23.0673,12.4,2,Negligible,162   Q=A
1/19/2018,2018,1,19,30:01.1,45.5365,27.8267,11,1.6,Negligible,126   Q=B
1/19/2018,2018,1,19,35:02.7,45.6404,21.3677,15.4,1.7,Negligible,165   Q=D
1/19/2018,2018,1,19,17:05.4,45.3203,24.0544,4.8,1.8,Negligible,166   Q=C
1/19/2018,2018,1,19,40:25.4,45.7915,26.7873,103.4,3,Minor,55   Q=C
1/20/2018,2018,1,20,50:00.4,45.5315,27.8273,9.6,1.9,Negligible,115   Q=A
1/20/2018,2018,1,20,21:46.2,44.6336,26.7419,10.5,2.3,Negligible,78   Q=C
1/21/2018,2018,1,21,55:42.6,45.5199,21.2518,6.4,1.5,Negligible,143   Q=C
1/21/2018,2018,1,21,43:01.6,45.4378,26.5087,21.2,1.6,Negligible,123   Q=A
1/21/2018,2018,1,21,39:54.1,45.1752,22.886,18,1.7,Negligible,222   Q=C
1/21/2018,2018,1,21,25:08.0,45.3293,22.6759,10.2,2.3,Negligible,58   Q=C
1/22/2018,2018,1,22,45:13.9,45.7417,21.1916,11.2,1.7,Negligible,152   Q=C
1/22/2018,2018,1,22,17:16.3,45.7333,21.188,14.6,1.8,Negligible,233   Q=C
1/22/2018,2018,1,22,07:37.0,45.71,21.2001,4,2.2,Negligible,55   Q=C
1/23/2018,2018,1,23,52:14.6,45.5738,26.7831,7.2,1.6,Negligible,100   Q=C
1/23/2018,2018,1,23,21:16.4,45.5603,26.7728,9.3,1.6,Negligible,106   Q=C
1/23/2018,2018,1,23,19:40.7,45.6656,21.4909,4.7,1.7,Negligible,80   Q=C
1/23/2018,2018,1,23,11:54.1,46.0279,22.8168,3.3,2.1,Negligible,67   Q=C
1/24/2018,2018,1,24,28:52.5,45.5231,27.8117,8.8,1.7,Negligible,137   Q=B
1/24/2018,2018,1,24,06:26.4,47.677,24.1374,5,1.9,Negligible,182   Q=C
1/24/2018,2018,1,24,23:24.2,47.7874,24.0844,13.8,1.9,Negligible,206   Q=C
1/24/2018,2018,1,24,12:05.0,47.7901,24.1031,7.7,1.9,Negligible,206   Q=C
1/24/2018,2018,1,24,07:49.7,46.3375,23.1629,5,2,Negligible,201   Q=C
1/24/2018,2018,1,24,48:57.7,44.17,26.5887,7.2,2.2,Negligible,86   Q=C
1/24/2018,2018,1,24,07:34.5,47.7568,24.053,2,2.3,Negligible,173   Q=C
1/25/2018,2018,1,25,50:55.6,46.3319,23.1548,4.8,1.9,Negligible,77   Q=C
1/25/2018,2018,1,25,18:23.7,47.8716,24.1005,9.7,2.2,Negligible,222   Q=C
1/26/2018,2018,1,26,38:13.5,45.979,22.8644,3.2,2,Negligible,63   Q=C
1/26/2018,2018,1,26,33:32.7,45.5709,26.4766,114.4,3.1,Minor,43   Q=C
1/26/2018,2018,1,26,35:02.4,45.5667,26.5111,127.1,3.2,Minor,46   Q=C
1/27/2018,2018,1,27,34:54.9,45.4952,27.8014,9.6,1.6,Negligible,173   Q=A
1/27/2018,2018,1,27,26:12.9,45.8247,27.7054,13.5,2.2,Negligible,41   Q=C
1/27/2018,2018,1,27,10:07.3,45.6316,26.4595,91.2,3,Minor,28   Q=C
1/28/2018,2018,1,28,57:09.0,45.4292,26.3101,124.6,2.9,Negligible,76   Q=A
1/28/2018,2018,1,28,05:23.9,45.5143,26.5246,104.3,3.2,Minor,30   Q=C
1/29/2018,2018,1,29,51:31.4,45.4964,26.5676,15.3,1.7,Negligible,187   Q=C
1/29/2018,2018,1,29,58:45.4,45.8537,26.7643,2,1.8,Negligible,92   Q=C
1/29/2018,2018,1,29,11:28.5,46.3329,23.1748,4,1.9,Negligible,58   Q=A
1/29/2018,2018,1,29,56:15.1,45.8521,26.7614,5,1.9,Negligible,92   Q=C
1/29/2018,2018,1,29,49:47.0,45.4616,23.8355,18.2,2,Negligible,126   Q=C
1/29/2018,2018,1,29,12:34.1,44.6332,28.224,5.6,2.3,Negligible,105   Q=C
1/30/2018,2018,1,30,28:28.2,44.5399,28.3689,5,1.7,Negligible,152   Q=D
1/30/2018,2018,1,30,28:19.8,46.0097,21.9179,7.3,1.7,Negligible,119   Q=A
1/30/2018,2018,1,30,35:18.5,46.0401,22.8473,10.2,1.8,Negligible,67   Q=C
1/31/2018,2018,1,31,22:59.5,45.854,26.7602,3,1.5,Negligible,154   Q=C
1/31/2018,2018,1,31,27:41.6,45.2982,25.1048,3,1.6,Negligible,127   Q=B
1/31/2018,2018,1,31,30:46.0,46.1153,23.238,7.8,1.9,Negligible,95   Q=A
1/31/2018,2018,1,31,08:29.5,46.3404,23.1512,10,1.9,Negligible,84   Q=A
1/31/2018,2018,1,31,32:20.5,45.7275,26.787,122.9,2.9,Negligible,59   Q=C
2/1/2018,2018,2,1,45:20.2,46.349,23.2119,6.9,1.6,Negligible,135   Q=B
2/1/2018,2018,2,1,03:59.5,44.2394,28.3163,5,1.7,Negligible,199   Q=D
2/1/2018,2018,2,1,42:31.7,44.184,25.1581,10.3,1.9,Negligible,71   Q=C
2/1/2018,2018,2,1,10:55.6,46.9561,22.3042,2.7,2.1,Negligible,117   Q=A
2/2/2018,2018,2,2,08:56.0,45.8067,26.6775,5,1.7,Negligible,207   Q=D
2/2/2018,2018,2,2,17:24.0,45.2229,24.0493,2,1.8,Negligible,181   Q=C
2/2/2018,2018,2,2,50:34.4,45.1767,23.2028,4.3,1.8,Negligible,163   Q=A
2/2/2018,2018,2,2,03:27.8,46.0358,22.8941,5,2,Negligible,65   Q=A
2/3/2018,2018,2,3,27:01.2,45.4913,26.5623,95.7,2.7,Negligible,137   Q=C
2/3/2018,2018,2,3,14:22.2,45.5005,26.4062,125.7,3.5,Minor,24   Q=C
2/4/2018,2018,2,4,02:16.0,45.3875,26.9523,15.8,1.8,Negligible,163   Q=A
2/4/2018,2018,2,4,45:07.0,45.7346,26.6298,82.8,3.2,Minor,29   Q=C
2/4/2018,2018,2,4,38:36.4,45.5398,26.38,140.8,3.7,Minor,31   Q=C
2/5/2018,2018,2,5,50:28.0,44.3641,28.2488,3,1.7,Negligible,208   Q=D
2/5/2018,2018,2,5,07:10.9,45.2847,25.1253,10,1.7,Negligible,146   Q=D
2/5/2018,2018,2,5,11:29.7,46.3546,23.1247,11.5,1.8,Negligible,124   Q=A
2/5/2018,2018,2,5,47:10.4,46.3168,23.2105,10,1.9,Negligible,143   Q=C
2/6/2018,2018,2,6,51:23.2,45.3776,21.7787,12.1,1.6,Negligible,200   Q=C
2/6/2018,2018,2,6,29:50.1,46.9736,22.3157,8.7,1.7,Negligible,214   Q=C
2/6/2018,2018,2,6,27:18.3,46.0336,22.8878,2.9,1.8,Negligible,75   Q=A
2/6/2018,2018,2,6,00:47.5,44.2233,28.3858,12.7,1.8,Negligible,145   Q=B
2/6/2018,2018,2,6,37:04.7,46.3384,23.1427,6.1,1.9,Negligible,90   Q=A
2/6/2018,2018,2,6,39:32.6,45.4846,26.4976,118.3,2.9,Negligible,51   Q=A
2/7/2018,2018,2,7,10:04.2,46.1098,25.8121,2,1.7,Negligible,219   Q=C
2/7/2018,2018,2,7,38:09.4,46.2409,23.5848,7.6,2,Negligible,126   Q=C
2/7/2018,2018,2,7,25:46.7,44.3827,24.9344,3,2.2,Negligible,52   Q=C
2/8/2018,2018,2,8,33:37.0,46.3181,23.138,3.6,1.7,Negligible,98   Q=A
2/8/2018,2018,2,8,07:58.5,45.1747,23.1676,4.3,1.8,Negligible,162   Q=C
2/8/2018,2018,2,8,06:10.0,45.138,23.0972,8.1,2.1,Negligible,91   Q=C
2/9/2018,2018,2,9,13:48.4,45.0684,28.277,2,1.7,Negligible,110   Q=C
2/9/2018,2018,2,9,40:32.0,46.0484,22.8705,7.7,1.9,Negligible,74   Q=C
2/9/2018,2018,2,9,27:30.6,45.5555,26.4611,120.4,3,Minor,44   Q=C
2/10/2018,2018,2,10,46:47.7,44.5438,28.3581,5.7,1.6,Negligible,147   Q=B
2/10/2018,2018,2,10,39:03.3,45.1797,23.2547,2,2.5,Negligible,38   Q=C
2/10/2018,2018,2,10,39:57.6,45.5989,26.5206,127.6,3.2,Minor,29   Q=C
2/12/2018,2018,2,12,56:53.7,46.2725,23.2634,6.9,1.7,Negligible,215   Q=C
2/12/2018,2018,2,12,01:08.5,44.3927,28.6043,9,1.8,Negligible,186   Q=C
2/13/2018,2018,2,13,36:06.6,44.2153,28.3266,10.6,1.7,Negligible,174   Q=B
2/13/2018,2018,2,13,26:55.2,46.0421,22.8789,4.6,1.8,Negligible,96   Q=A
2/13/2018,2018,2,13,05:34.6,46.354,23.1497,9.3,1.8,Negligible,127   Q=C
2/13/2018,2018,2,13,27:18.6,46.3502,23.1468,5.3,1.9,Negligible,127   Q=B
2/13/2018,2018,2,13,49:25.3,45.6748,26.5965,137.6,2.9,Negligible,72   Q=C
2/14/2018,2018,2,14,11:53.1,46.3751,23.105,8.6,1.9,Negligible,79   Q=A
2/14/2018,2018,2,14,42:10.3,45.3943,26.5675,10,2,Negligible,170   Q=C
2/14/2018,2018,2,14,13:01.0,45.5107,26.2672,115.8,2.9,Negligible,74   Q=C
2/15/2018,2018,2,15,44:37.5,46.1263,23.2446,4.7,1.7,Negligible,126   Q=A
2/15/2018,2018,2,15,23:40.9,46.6855,23.3277,2,1.7,Negligible,157   Q=A
2/15/2018,2018,2,15,59:36.7,46.0557,22.8996,9.6,1.9,Negligible,166   Q=A
2/15/2018,2018,2,15,47:43.4,46.8082,27.5406,8.5,1.9,Negligible,195   Q=C
2/15/2018,2018,2,15,15:28.3,46.353,23.1706,6.5,2,Negligible,64   Q=C
2/15/2018,2018,2,15,11:34.8,45.8684,27.1449,31.7,2.1,Negligible,63   Q=C
2/15/2018,2018,2,15,44:22.8,45.8288,26.5834,81,2.6,Negligible,70   Q=C
2/16/2018,2018,2,16,29:19.7,44.4003,28.5456,5,1.7,Negligible,188   Q=C
2/16/2018,2018,2,16,50:40.4,45.2969,25.316,12.3,1.7,Negligible,184   Q=C
2/16/2018,2018,2,16,40:24.5,45.1815,23.1922,3.3,1.9,Negligible,161   Q=A
2/16/2018,2018,2,16,47:21.9,46.6762,22.1488,2,2,Negligible,213   Q=C
2/16/2018,2018,2,16,29:58.8,45.5415,26.4706,117.1,2.7,Negligible,54   Q=C
2/17/2018,2018,2,17,21:41.8,45.8385,26.7752,7.5,1.9,Negligible,132   Q=C
2/17/2018,2018,2,17,25:21.0,45.4966,26.3774,126.4,2.4,Negligible,66   Q=A
2/17/2018,2018,2,17,46:41.1,45.5869,26.5506,128.6,2.4,Negligible,52   Q=A
2/18/2018,2018,2,18,11:21.2,45.565,26.424,12.9,1.6,Negligible,118   Q=B
2/18/2018,2018,2,18,54:06.4,45.528,26.9883,22,1.7,Negligible,49   Q=C
2/18/2018,2018,2,18,00:49.3,45.7189,26.5048,90.1,2.6,Negligible,82   Q=C
2/18/2018,2018,2,18,55:06.6,45.7589,26.7837,102.8,2.7,Negligible,104   Q=C
2/19/2018,2018,2,19,39:05.1,45.0802,22.2957,5,1.5,Negligible,109   Q=D
2/19/2018,2018,2,19,30:39.2,45.7766,26.9912,55.2,1.7,Negligible,112   Q=A
2/19/2018,2018,2,19,58:51.4,46.0406,22.9139,4.9,1.8,Negligible,98   Q=A
2/20/2018,2018,2,20,15:05.2,45.667,26.535,23.1,1.2,Negligible,80   Q=B
2/20/2018,2018,2,20,11:52.9,44.3779,28.5777,15,1.6,Negligible,185   Q=C
2/20/2018,2018,2,20,57:42.3,45.4468,26.3254,4.6,1.7,Negligible,145   Q=A
2/21/2018,2018,2,21,38:19.5,45.4024,26.3782,7.1,1.8,Negligible,214   Q=C
2/21/2018,2018,2,21,26:20.6,46.3217,23.2173,3,2,Negligible,68   Q=A
2/22/2018,2018,2,22,26:34.1,46.3714,23.2461,22.2,1.6,Negligible,214   Q=D
2/22/2018,2018,2,22,02:25.5,45.1628,22.3033,2.7,1.7,Negligible,150   Q=A
2/22/2018,2018,2,22,02:02.5,45.0822,28.2272,12.8,1.7,Negligible,117   Q=D
2/22/2018,2018,2,22,44:20.6,46.3491,23.1764,7.9,1.8,Negligible,78   Q=A
2/22/2018,2018,2,22,46:23.3,45.3065,25.3561,10,1.9,Negligible,184   Q=C
2/22/2018,2018,2,22,46:49.8,45.6516,26.566,111.5,3.1,Minor,47   Q=C
2/22/2018,2018,2,22,33:08.7,45.6543,26.5301,142,3.8,Minor,22   Q=C
2/23/2018,2018,2,23,20:02.5,46.7453,22.4162,2,1.8,Negligible,209   Q=C
2/23/2018,2018,2,23,34:51.6,45.5091,26.5708,99.8,2.6,Negligible,118   Q=A
2/23/2018,2018,2,23,52:25.8,45.4693,26.4221,138,2.9,Negligible,119   Q=C
2/24/2018,2018,2,24,16:20.4,45.5178,26.7903,26.5,1.6,Negligible,146   Q=A
2/24/2018,2018,2,24,36:37.9,45.105,26.8294,15.9,2.9,Negligible,35   Q=C
2/24/2018,2018,2,24,50:12.9,45.6661,26.5755,95.8,3,Minor,48   Q=C
2/25/2018,2018,2,25,40:13.0,45.7318,26.5842,20.3,1.6,Negligible,87   Q=B
2/25/2018,2018,2,25,59:11.0,45.1746,23.127,11.6,1.9,Negligible,170   Q=C
2/25/2018,2018,2,25,41:32.3,45.2214,23.1294,12.7,2.2,Negligible,67   Q=C
2/25/2018,2018,2,25,43:17.4,45.2781,26.7272,33.3,2.3,Negligible,41   Q=C
2/26/2018,2018,2,26,20:09.7,45.5273,27.608,17.1,1.7,Negligible,156   Q=A
2/26/2018,2018,2,26,16:09.4,45.5043,27.8518,9.6,1.7,Negligible,120   Q=B
2/26/2018,2018,2,26,22:49.0,46.068,22.0859,2,1.7,Negligible,95   Q=C
2/26/2018,2018,2,26,33:32.0,45.5635,27.0703,16.8,1.8,Negligible,133   Q=C
2/26/2018,2018,2,26,30:23.8,45.4857,27.8544,8.2,2,Negligible,67   Q=A
2/26/2018,2018,2,26,23:57.2,45.5282,26.9628,18.5,2.3,Negligible,81   Q=C
2/27/2018,2018,2,27,45:11.0,46.3434,23.1732,5,1.8,Negligible,161   Q=B
2/27/2018,2018,2,27,43:15.4,45.5332,26.4675,128.8,3,Minor,101   Q=A
2/28/2018,2018,2,28,58:18.0,45.5076,27.8393,10.4,1.6,Negligible,105   Q=B
2/28/2018,2018,2,28,21:34.9,45.511,27.82,10.7,1.7,Negligible,139   Q=B
2/28/2018,2018,2,28,24:34.2,46.347,23.0913,6.4,1.8,Negligible,119   Q=C
2/28/2018,2018,2,28,25:18.3,45.4461,26.8335,28.3,1.8,Negligible,133   Q=C
2/28/2018,2018,2,28,39:55.7,45.5197,26.9771,21,2.1,Negligible,78   Q=C
2/28/2018,2018,2,28,51:25.7,46.6551,22.1778,5,2.1,Negligible,194   Q=C
3/1/2018,2018,3,1,49:08.5,45.539,26.9793,25.7,1.5,Negligible,100   Q=C
3/1/2018,2018,3,1,28:36.6,45.4909,26.5026,16.4,1.5,Negligible,138   Q=A
3/1/2018,2018,3,1,33:29.0,45.4838,27.8356,7.9,1.9,Negligible,168   Q=B
3/1/2018,2018,3,1,03:18.2,45.4956,27.8514,10.3,2,Negligible,129   Q=A
3/1/2018,2018,3,1,59:01.7,45.3859,24.1025,13.7,2.1,Negligible,162   Q=C
3/1/2018,2018,3,1,16:52.8,45.4919,27.8519,10.3,2.1,Negligible,72   Q=C
3/1/2018,2018,3,1,54:13.5,45.6366,26.5192,143.3,3.5,Minor,27   Q=C
3/2/2018,2018,3,2,31:10.4,45.5702,26.4816,5,1.4,Negligible,124   Q=B
3/2/2018,2018,3,2,52:46.1,45.4874,27.8384,8.7,1.4,Negligible,166   Q=B
3/2/2018,2018,3,2,49:13.8,46.3424,23.1846,2,1.6,Negligible,87   Q=A
